generator_time	making_samples_time	update_network_time	test_evaluation_times	all_times
66.70446634292603	47.12323880195618	66.42538690567017	0.00918269157409668	180.2627854347229
63.55341601371765	44.74470114707947	55.86106038093567	0.009371757507324219	164.16922616958618
67.98622441291809	45.28698778152466	42.300363063812256	0.010483503341674805	155.58476758003235
65.36998295783997	45.182228088378906	32.195579528808594	0.009604215621948242	142.75810766220093
64.92631220817566	45.42605686187744	35.26548647880554	0.009732246398925781	145.6283574104309
66.57321953773499	44.67927360534668	34.18706727027893	0.010077714920043945	145.45040607452393
64.588214635849	45.1653254032135	33.63601350784302	0.009667158126831055	143.3999707698822
64.57441878318787	47.24157428741455	39.36436367034912	0.017122268676757812	151.19840240478516
64.84828782081604	45.60816740989685	41.266074657440186	0.009783267974853516	151.7330927848816
62.846354484558105	46.584152936935425	38.97705841064453	0.009928226470947266	148.41822814941406
61.550427198410034	45.4078643321991	39.03331136703491	0.01015472412109375	146.00252199172974
63.086514472961426	45.081708908081055	40.54533338546753	0.00992584228515625	148.72421741485596
65.74160385131836	45.675384759902954	48.07305955886841	0.010580778121948242	159.50140929222107
64.47181630134583	44.80423927307129	47.294453382492065	0.010193824768066406	156.58148789405823
63.28597569465637	44.503865242004395	44.552618741989136	0.009816408157348633	152.35305786132812
63.76923441886902	44.47734045982361	54.15702176094055	0.00999140739440918	162.4143295288086
65.05965161323547	44.09415674209595	45.56963062286377	0.01050710678100586	154.73471927642822
63.633641481399536	44.84804153442383	43.07768726348877	0.009928703308105469	151.57001900672913
58.68460536003113	45.157347202301025	53.66182017326355	0.010653018951416016	157.51519203186035
57.12020564079285	45.11864757537842	44.61621451377869	0.010251760482788086	146.86607909202576
56.49492907524109	45.034717321395874	57.43763756752014	0.010014772415161133	158.97803282737732
59.27843403816223	45.767677307128906	58.933499574661255	0.010111570358276367	163.990483045578
57.6241352558136	45.569252729415894	46.125014305114746	0.009886026382446289	149.3290297985077
60.79649496078491	46.830469369888306	51.50540900230408	0.010043621063232422	159.14316844940186
66.21815371513367	45.889111280441284	49.09231638908386	0.010242938995361328	161.21058011054993
63.994266748428345	45.31564426422119	63.22988700866699	0.010123729705810547	172.5506875514984
61.494988441467285	45.19563603401184	58.2530152797699	0.010327816009521484	164.95472860336304
62.09551477432251	47.365368366241455	64.41085624694824	0.01012277603149414	173.88261437416077
60.17214846611023	46.56837034225464	56.89482808113098	0.010217905044555664	163.64706540107727
58.14969182014465	44.944589138031006	56.632917642593384	0.01044154167175293	159.7384171485901
61.79528999328613	45.31239128112793	74.83471441268921	0.013410091400146484	181.9566478729248
64.51631617546082	44.69420003890991	57.224632263183594	0.011022806167602539	166.44698810577393
57.81418061256409	45.07323479652405	64.02723932266235	0.01010751724243164	166.92553544044495
58.972715616226196	45.785428524017334	59.704915285110474	0.010203838348388672	164.47404384613037
59.723138093948364	46.702656507492065	64.25571131706238	0.010158061981201172	170.69240999221802
59.108893632888794	46.796974658966064	60.46912980079651	0.011082172393798828	166.38694524765015
60.475687980651855	45.91098093986511	65.38340711593628	0.010364294052124023	171.78127813339233
58.41866493225098	50.194090366363525	60.35931849479675	0.010346412658691406	168.98320198059082
59.25364589691162	45.141027212142944	59.02261781692505	0.010456562042236328	163.42854237556458
58.1002938747406	47.268978118896484	64.46919512748718	0.01023244857788086	169.84943437576294
65.22659134864807	46.77910661697388	67.53140926361084	0.010192632675170898	179.54803347587585
60.520445823669434	46.60423040390015	79.96347832679749	0.010185956954956055	187.0990695953369
58.31874966621399	45.59644436836243	70.52503228187561	0.010061025619506836	174.45102643966675
55.43687987327576	45.141236782073975	73.46823048591614	0.01048135757446289	174.05763268470764
60.65117692947388	45.51838803291321	68.20868730545044	0.01100015640258789	174.3900146484375
56.1481237411499	44.7517876625061	68.86754703521729	0.010117769241333008	169.77836275100708
59.56580829620361	47.140830993652344	69.97365617752075	0.010101079940795898	176.69115734100342
62.188193798065186	45.268858194351196	68.95957922935486	0.010223150253295898	176.427640914917
59.91769790649414	44.43090033531189	74.53031921386719	0.009982585906982422	178.889657497406
63.64385437965393	44.60343790054321	69.64010190963745	0.010145902633666992	177.8982925415039
57.17425560951233	46.35341024398804	76.83246970176697	0.010295391082763672	180.37121963500977
59.85972237586975	47.09601640701294	73.78664636611938	0.010255575180053711	180.75341153144836
57.82048749923706	44.801337480545044	76.80014657974243	0.010172367095947266	179.43292379379272
60.66587972640991	45.058573722839355	74.36414337158203	0.010632514953613281	180.09999537467957
59.34357285499573	44.678043603897095	76.84451603889465	0.010125875473022461	180.87711763381958
60.88954019546509	45.20025992393494	79.28930401802063	0.010287284851074219	185.39020586013794
59.48957419395447	45.4954092502594	78.47896265983582	0.010087966918945312	183.474782705307
61.518492221832275	46.19358015060425	79.95126247406006	0.010308265686035156	187.6744372844696
59.075968503952026	44.89178538322449	79.48719525337219	0.010184764862060547	183.4659297466278
63.90010118484497	45.010013580322266	85.02157330513	0.010199785232543945	193.942706823349
57.63898062705994	46.0431387424469	88.30625700950623	0.011823892593383789	192.00104236602783
63.8930766582489	45.20566272735596	97.86393451690674	0.01046299934387207	206.97394156455994
57.294448137283325	46.67871379852295	93.56314206123352	0.010728597640991211	197.5478539466858
58.71505355834961	45.26650309562683	83.8943738937378	0.010122060775756836	187.88688778877258
60.87834453582764	44.63643026351929	89.53600072860718	0.010849952697753906	195.06239700317383
59.506948947906494	45.959015130996704	95.53972625732422	0.010332107543945312	201.0168595314026
58.2557692527771	45.56321406364441	88.72580146789551	0.010189294815063477	192.55576348304749
61.73701739311218	45.848275661468506	97.02680087089539	0.010280132293701172	204.62333750724792
57.184043884277344	44.71629500389099	88.22025752067566	0.01044321060180664	190.13190126419067
59.64033365249634	45.15852975845337	98.36621737480164	0.010189533233642578	203.17603206634521
58.854660749435425	46.84096074104309	93.77048778533936	0.010273456573486328	199.47730255126953
62.957067251205444	46.0824990272522	90.01462411880493	0.010259389877319336	199.06531977653503
60.52122402191162	45.79728317260742	94.69279932975769	0.011127233505249023	201.02327394485474
59.84237289428711	44.693289279937744	94.21772456169128	0.011366844177246094	198.765611410141
60.5008225440979	46.782546043395996	95.69690465927124	0.010243415832519531	202.99128580093384
57.83888554573059	45.147175788879395	95.23348951339722	0.010268211364746094	198.23059964179993
59.329209089279175	44.54751253128052	98.74249625205994	0.010202646255493164	202.63019561767578
56.71662139892578	45.91410160064697	106.66416192054749	0.010260343551635742	209.30591940879822
57.06119728088379	45.109548807144165	102.8933618068695	0.01035761833190918	205.07525062561035
59.79907488822937	44.564778327941895	101.78462266921997	0.010145425796508789	206.15941429138184
55.213831663131714	44.501914978027344	106.70589351654053	0.010226011276245117	206.4326434135437
55.610759973526	44.889588594436646	101.35772919654846	0.010286569595336914	201.86916947364807
57.88712430000305	44.90003514289856	108.9028685092926	0.010241985321044922	211.70107221603394
58.16937255859375	46.04224228858948	112.33320045471191	0.01034402847290039	216.5559482574463
59.82105326652527	45.92576050758362	105.76548504829407	0.010321855545043945	211.52341628074646
56.195732831954956	45.0444221496582	122.8059914112091	0.010171175003051758	224.05714416503906
57.79580616950989	46.15181756019592	111.81649947166443	0.010360956192016602	215.77528548240662
56.728854179382324	44.8436176776886	105.45898818969727	0.010145425796508789	207.04242634773254
56.303667068481445	45.65692734718323	118.92529010772705	0.01023244857788086	220.89693593978882
56.25949001312256	44.790992975234985	115.7209894657135	0.010204792022705078	216.7824854850769
57.47735667228699	46.3948540687561	108.70431709289551	0.010210037231445312	212.5875322818756
59.550201177597046	46.099897384643555	115.82296061515808	0.010220527648925781	221.4840545654297
57.52315592765808	45.43550896644592	113.79946279525757	0.010387182235717773	216.7692940235138
59.46565246582031	44.97053575515747	121.84704303741455	0.011140823364257812	226.29519963264465
58.64083242416382	44.7475483417511	118.86890530586243	0.0106964111328125	222.26884484291077
56.35894536972046	45.083906173706055	120.54461169242859	0.010261774063110352	221.99852395057678
59.562082052230835	47.59591197967529	118.47677206993103	0.010178089141845703	225.64570689201355
59.95415210723877	44.445847034454346	120.08673405647278	0.010139703750610352	224.49766039848328
55.331087589263916	44.99460244178772	118.75645661354065	0.010214567184448242	219.09311819076538
58.19839310646057	44.35624432563782	123.05046367645264	0.010185956954956055	225.61607241630554
